offer_id,customer_id,offer_type,accepted,date_offered
OFR99178522,15583725,loan_rate_cut,0,01-10-2025
OFR81754899,15698474,cashback,0,01 Oct 2025
OFR43544440,15731744,fee_waiver,No,2025-01-01
OFR26780976,15619529,cashback,no,05/02/2025
OFR23758940,15676895,savings_bonus,false,2023-12-02
OFR89264739,15692132,fee_waiver,N,01/01/2024
OFR28024374,15581229,savings_bonus,no,2025-08-02
OFR28719826,15759537,savings_bonus,Y,2024-10-01
OFR56929785,15790678,CASHBACK,0,2024-07-02
OFR93101226,15667871,cashback,Y,02-05-2025
OFR40482606,15637876,cashback,N,02 May 2025
OFR14649135,15686611,fee_waiver,true,02 Dec 2023
OFR19696685,15585768,card_upgrade,0,01-01-2024
OFR51076346,15601274,savings_bonus,0,2025-01-01
OFR79386675,15716186,fee_waiver,Yes,01 Nov 2024
OFR60323592,15676895,cashback,0,2025-09-01
OFR98038397,15753754,,,2024/05/02
