ticket_id,customer_id,issue_type,severity,resolution_time_hrs,created_at
TKT64861411,15692750,fraud_alert,low,8.53,01 Oct 2024
TKT68364560,15813741,card_decline,low,9.77,2025/07/02
TKT85687172,15592300,card_decline,high,12.43,01/01/2025
TKT69842823,15813163,  fee_dispute  ,medium,4.62,02 Mar 2025
TKT85144996,15661670,login_issue,medium,12.12,2024/06/01
TKT93465426,15682585,app_bug,  high  ,4.88,01-10-2025
TKT74300790,15786905,card_decline,high,9.1,31 Jan 2025
TKT14559996,15712287,fee_dispute,low,49.41,2025/01/31
TKT88752475,15740900,fee_dispute,medium,18.08,2025/10/01
TKT21648590,15628034,card_decline,high,5.9,2024-11-01
TKT13421788,15734674,app_bug,high,4.44,2025-07-02
TKT26315975,15656333,login_issue,critical,32.44,01 Dec 2024
TKT55786128,15753754,card_decline,low,22.01,2025-09-01
TKT18646941,15795149,card_decline,medium,6.24,06/02/2025
TKT75084452,15717046,card_decline,medium,11.41,2024/07/02
TKT39444495,15677135,fee_dispute,low,9.63,02-05-2024
TKT19041022,15629677,card_decline,medium,13.15,01/01/2025
TKT83165779,15675522,transfer_delay,low,13.85,2024-12-01
TKT56738251,15663706,card_decline,low,,01/01/2025
TKT28217764,15622750,fraud_alert,high,,02-04-2025
TKT80460685,15715941,login_issue,low,0.64,08/02/2025
TKT58950141,15677921,app_bug,medium,6.83,2024/08/01
TKT81499399,15800703,fee_dispute,high,,01-01-2025
TKT62227705,15636673,login_issue,high,15.11,06/02/2025
TKT65652633,15695699,app_bug,HIGH,10.07,09/01/2024
TKT35736477,15776223,fraud_alert,high,26.61,01 Aug 2024
TKT69798188,15773890,app_bug,medium,17.81,2025-03-02
TKT80261926,15794580,app_bug,  low  ,15.08,05/02/2024
TKT80737013,15587562,login_issue,low,7.55,01-12-2024
TKT25719026,15787071,transfer_delay,low,8.35,02-05-2025
TKT99443004,15600651,transfer_delay,low,4.34,2024/09/01
TKT32079820,15675964,card_decline,medium,10.81,09/01/2025
TKT90395557,15711540,transfer_delay,high,23.16,02 Aug 2025
TKT67250092,15646810,fraud_alert,critical,11.4,2025/09/01
TKT17408056,15590241,fee_dispute,low,36.63,02 Aug 2025
TKT47297247,15794142,transfer_delay,low,20.74,08/01/2024
TKT90841223,15597602,  fraud_alert  ,LOW,21.25,2025-03-02
TKT65668620,15592531,transfer_delay,low,,01 Sep 2025
TKT22678551,15711309,card_decline,low,17.81,2025-10-01
TKT55284296,15659428,login_issue,medium,17.63,2025/09/01
TKT14168759,15596939,transfer_delay,medium,2.58,2024/05/02
TKT43776770,15681068,fee_dispute,high,7.7,2025-10-01
TKT98375462,15704769,app_bug,high,46.92,02-05-2024
TKT24316457,15809248,login_issue,low,4.69,2025/01/31
TKT13669663,15647311,app_bug,low,9.89,2024-12-01
TKT62857645,15763218,login_issue,  medium  ,-5.0,10/01/2025
TKT72210025,15595039,app_bug,low,25.06,06/01/2024
TKT82238124,15814035,card_decline,medium,13.37,31-01-2025
TKT74771559,15640905,transfer_delay,medium,,2025-07-02
TKT94094493,15669516,  unknown  ,high,14.51,01 Sep 2025
TKT29316227,15591711,app_bug,medium,16.65,01 Aug 2024
TKT63618480,15743192,app_bug,high,14.08,02 May 2025
TKT91592073,15592846,card_decline,low,17.97,2024-07-02
TKT31933156,15633922,fraud_alert,critical,21.9,10/01/2025
TKT54894213,15653762,fraud_alert,high,7.81,01-08-2024
TKT90214983,15760085,login_issue,low,,02-05-2024
TKT38789912,15591607,fraud_alert,medium,13.32,02 Apr 2025
TKT27041122,15776780,transfer_delay,  high  ,3.82,07/02/2024
TKT77277692,15668893,fee_dispute,medium,6.87,2025-01-31
TKT90972346,15713578,transfer_delay,low,38.64,01-10-2025
TKT50597676,15710404,app_bug,medium,5.64,2025/07/02
TKT26363559,15585215,app_bug,LOW,9.18,2024/06/01
TKT55051115,15695585,app_bug,medium,11.68,2025-07-02
TKT99951948,15605284,fee_dispute,high,3.19,2024-06-01
TKT54929975,15705953,fraud_alert,low,10.33,2024/08/01
TKT87871630,15668893,card_decline,medium,10.35,2025/09/01
TKT90212098,15671256,app_bug,low,,2025-08-02
TKT44857594,15690134,fraud_alert,medium,16.32,2025-01-01
TKT87713599,15759298,card_decline,low,78.37,2025/09/01
TKT62133389,15594898,fee_dispute,high,6.38,02 Jul 2024
TKT48537522,15569807,transfer_delay,high,10.04,01-06-2024
TKT80800785,15776807,login_issue,low,14.96,02-05-2025
TKT99933390,15584766,app_bug,high,45.76,01 Dec 2024
TKT14050484,15600337,  transfer_delay  ,low,25.24,07/02/2024
TKT24142267,15654060,fraud_alert,critical,20.85,03/02/2025
TKT89157479,15762238,transfer_delay,medium,-1.2,01-09-2025
TKT55338113,15636444,card_decline,critical,4.89,01/01/2025
TKT31765968,15681206,fee_dispute,low,21.57,01/31/2025
TKT85714374,15754084,fee_dispute,low,11.7,2025-03-02
TKT19180508,15662100,card_decline,MEDIUM,10.76,02 Mar 2025
TKT77799935,15665834,login_issue,low,15.54,2024/10/01
TKT51563145,15721181,transfer_delay,critical,32.84,2025/06/02
TKT71442029,15571221,card_decline,low,22.47,12/01/2024
TKT46133440,15686611,transfer_delay,high,10.82,2024-10-01
TKT90690609,15634632,fraud_alert,medium,19.1,01-09-2024
TKT91395199,15780628,TRANSFER_DELAY,  high  ,8.07,07/02/2024
TKT49553358,15705512,login_issue,high,6.56,02 Jul 2025
TKT44042651,15808017,card_decline,medium,3.6,02 May 2025
TKT44002288,15794278,app_bug,high,8.31,01-01-2025
TKT94462476,15669064,app_bug,low,10.11,2024/11/01
TKT12778879,15803406,fee_dispute,medium,21.56,2024-10-01
TKT59387758,15634844,unknown,medium,12.3,02-07-2025
TKT89541058,15746902,fraud_alert,high,30.77,02-06-2025
TKT38603133,15701354,  fraud_alert  ,  low  ,13.42,2025/07/02
TKT38526704,15585888,card_decline,critical,27.91,2024-05-02
TKT53676468,15695846,card_decline,medium,9.89,2024/11/01
TKT42769752,15751208,card_decline,high,9.03,01/31/2025
TKT77448734,15745012,card_decline,  medium  ,10.1,01 Oct 2025
TKT93057857,15653849,card_decline,  low  ,,12/01/2024
TKT24645877,15641582,card_decline,medium,12.3,01/31/2025
TKT87155223,15677307,card_decline,high,34.47,12/01/2024
TKT22533534,15588350,login_issue,low,,01/31/2025
TKT42527960,15568506,card_decline,low,14.99,2025/10/01
TKT28151920,15575185,fraud_alert,HIGH,13.3,01 Sep 2024
TKT98754518,15698932,card_decline,low,37.96,02 Apr 2025
TKT74309688,15779052,fraud_alert,MEDIUM,20.2,2025-06-02
TKT53084181,15633950,fee_dispute,medium,6.76,2025/05/02
TKT71334613,15627801,login_issue,high,21.58,02 Jul 2024
TKT68955378,15787772,  fraud_alert  ,MEDIUM,9999.99,2025-03-02
TKT44751151,15632264,fraud_alert,medium,8.98,01 Oct 2025
TKT21614402,15573112,APP_BUG,low,6.83,07/02/2024
TKT86897288,15677020,transfer_delay,medium,35.73,02-05-2025
TKT32256076,15620981,login_issue,critical,,2025-01-01
TKT62242341,15676521,fraud_alert,MEDIUM,6.11,01-01-2025
TKT79497853,15737888,app_bug,medium,16.69,02-06-2025
TKT27344131,15575024,app_bug,medium,6.21,2025/08/02
TKT36811710,15665956,card_decline,medium,14.13,05/02/2024
TKT59194514,15769504,transfer_delay,high,10.07,2024-11-01
TKT51961749,15723886,app_bug,MEDIUM,,01 Jun 2024
TKT93704939,15677369,fee_dispute,medium,6.64,2025/09/01
TKT47610200,15806467,fee_dispute,low,10.47,2024-06-01
TKT76567546,15708608,transfer_delay,high,,2025-03-02
TKT27977999,15669987,,medium,,01-06-2024
TKT76143302,15812191,login_issue,high,14.42,2024-05-02
TKT73776723,15790782,login_issue,critical,8.14,2025-05-02
TKT83669398,15777211,APP_BUG,medium,49.19,2024-09-01
TKT79678603,15709737,app_bug,medium,16.56,2025/01/01
TKT12296691,15726234,  fraud_alert  ,  critical  ,19.59,2025-01-01
TKT56274196,15668032,login_issue,  low  ,33.44,01 Nov 2024
TKT63924504,15685329,login_issue,MEDIUM,18.22,01 Oct 2024
TKT72846978,15802381,transfer_delay,medium,16.24,01-10-2025
TKT47078079,15699389,card_decline,medium,24.26,01-01-2025
TKT78437079,15688251,card_decline,medium,12.85,01-09-2024
TKT77678819,15718673,card_decline,low,3.86,02 Jun 2025
TKT76624203,15620981,card_decline,,13.89,12/01/2024
TKT55971173,15629677,app_bug,critical,31.27,01-12-2024
TKT81291052,15585865,card_decline,low,8.86,2025-09-01
TKT24708635,15661507,fraud_alert,low,0.77,2025/04/02
TKT41386594,15667215,login_issue,critical,11.76,2024-07-02
TKT81054315,15809722,login_issue,critical,22.18,01/31/2025
TKT78192909,15745088,card_decline,low,11.25,01/01/2025
TKT12782981,15718443,,low,8.23,2024/06/01
TKT96007959,15603436,transfer_delay,medium,7.88,2024-11-01
TKT70063351,15649423,  login_issue  ,low,7.03,2025-01-01
TKT61798648,15732674,fee_dispute,high,9.13,2025/01/01
TKT10922082,15717225,,low,5.56,04/02/2025
TKT94791903,15728669,transfer_delay,medium,22.72,2024/07/02
TKT99586814,15808473,card_decline,low,12.98,2024/05/02
TKT32124960,15637414,fraud_alert,low,3.89,01 Dec 2024
TKT36950355,15697441,fee_dispute,critical,33.86,06/01/2024
TKT69869007,15676521,login_issue,medium,20.1,01 Jun 2024
TKT28020863,15748625,transfer_delay,medium,9.14,01 Nov 2024
TKT32613719,15723488,fraud_alert,HIGH,18.83,01 Oct 2025
TKT17797527,15800116,app_bug,medium,13.12,2024-07-02
TKT35927386,15609618,,high,23.83,01/01/2025
TKT18592761,15709324,fraud_alert,medium,20.12,02-04-2025
TKT35312824,15583725,login_issue,critical,21.98,02 Aug 2025
TKT20646425,15805112,app_bug,medium,10.04,2025-01-01
TKT93392894,15591509,login_issue,low,14.91,01 Nov 2024
TKT76554061,15653547,login_issue,low,47.42,01 Oct 2025
TKT19818096,15650068,fee_dispute,medium,,06/01/2024
TKT65089537,15627000,fraud_alert,medium,34.54,2025/03/02
TKT14371906,15685997,fee_dispute,medium,,01 Dec 2024
TKT71003216,15621075,app_bug,medium,23.52,2024-05-02
TKT55579018,15654700,card_decline,medium,28.09,2025/01/31
TKT86296554,15601026,fraud_alert,low,0.55,2024-05-02
TKT31146780,15733114,fee_dispute,medium,19.91,2024-07-02
TKT15384129,15676966,fraud_alert,low,7.73,09/01/2025
TKT75441129,15767432,fee_dispute,medium,24.91,01 Jan 2025
TKT81201980,15621075,card_decline,low,5.09,12/01/2024
TKT12287452,15659843,app_bug,medium,24.07,01 Sep 2024
TKT14917347,15794396,card_decline,low,14.17,02 Aug 2025
TKT42125058,15746726,login_issue,LOW,17.25,01 Oct 2025
TKT84389306,15614049,app_bug,low,0.33,09/01/2025
TKT93071425,15711309,fraud_alert,high,12.12,2024-09-01
TKT33815491,15641675,fee_dispute,high,10.93,09/01/2025
TKT81492702,15589475,fraud_alert,low,12.5,01 Sep 2024
TKT47604611,15633461,fee_dispute,critical,49.41,02 Apr 2025
TKT27807007,15728505,fee_dispute,critical,11.35,09/01/2025
TKT87250839,15757535,fraud_alert,medium,35.0,01-10-2025
TKT15796072,15699637,fraud_alert,high,15.39,02 May 2024
TKT69494572,15622897,fraud_alert,low,3.78,02-05-2025
TKT50798742,15794056,  transfer_delay  ,high,11.73,2025/10/01
TKT89753056,15655961,transfer_delay,medium,5.86,2024-06-01
TKT51307931,15812191,login_issue,critical,12.12,2025-05-02
